Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-08-08,192698.0,7631.0,31293.0,2078.0,16.24,27.23,True,False,,,1824125,14.23,Success!
Louisiana,2020-08-05,128746.0,4089.0,41962.0,1960.0,44.38,49.63,False,True,94556.0,3949.0,1502916,32.23,Success!
Washington,2020-08-08,62523.0,1688.0,2347.0,57.0,5.67,3.47,False,False,41369.0,1642.0,269854,3.7,Success!
North Carolina,2020-08-08,134766.0,2160.0,23713.0,650.0,24.08,31.54,False,True,98496.0,2061.0,2179622,21.46,Success!
Wyoming,,,,,,,,False,False,,,5540,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
NewYork,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
New York -- New York,2020-08-08,224117,18949,35502.0,5286.0,29.3,30.44,False,True,121176.0,17366.0,2049418,24.27,Success!
Wisconsin,2020-08-08,59933,996,8604.0,212.0,15.86,21.65,False,True,54246.0,979.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-08-07,20734,389,5763.0,149.0,29.76,38.3,False,False,19365.0,389.0,252321,26.44,Success!
Oregon,2020-08-07,20636,348,732.0,9.0,4.05,2.94,False,True,18060.0,306.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-08-07,98262,1962,33643.0,784.0,38.87,42.36,False,True,86544.0,1851.0,,,Success!
Tennessee,2020-08-08,120585,1215,22800.0,403.0,18.91,33.17,True,True,,,1117489,16.8,Success!
Maine,2020-08-08,4026,125,891.0,,24.5,,False,True,3636.0,,17881,1.34,Success!
Maryland,2020-08-08,94581,3440,29463.0,1412.0,37.0,41.23,False,False,79634.0,3425.0,1788090,29.78,Success!
Alabama,2020-08-08,96613,1694,26416.0,702.0,42.51,42.99,False,False,62144.0,1633.0,1293186,26.58,Success!
Arkansas,2020-08-08,48811,535,10440.0,143.0,24.53,26.68,False,True,42555.0,536.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Connecticut,2020-08-06,48345,3558,6575.0,656.0,13.6,18.44,True,False,,,378262,10.56,Success!
Michigan,2020-08-08,86804,6165,22840.0,2443.0,26.31,39.63,True,False,,,1375424,13.81,Success!
Hawaii,2020-08-08,3346,31,24.0,,1.39,,False,True,1725.0,,26266,1.85,Success!
Oklahoma,2020-08-08,43080,603,2946.672,37.989,6.84,6.3,False,False,33925.5,570.0159,287959,7.35,Success!
Montana,2020-08-08,4889,75,24.0,,0.49,,True,True,,,4630,0.44,Success!
Kansas,2020-08-07,30638,380,2280.0,67.0,8.99,18.16,False,True,25353.0,369.0,169801,5.84,Success!
Alaska,2020-08-08,2208.0,26.0,117.0,0.0,5.8,0.0,False,True,2018.0,26.0,24129,3.27,Success!
NorthDakota,2020-08-08,7508,112,,,,,False,False,,,,,Success!
Massachusetts,2020-08-08,120711,8721,11232.0,721.0,9.3,8.27,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-08-08,131217,1838,11612.0,,16.14,,False,True,71946.0,,481976,17.75,Success!
Florida -- Orange County,2020-08-08,31395,297,4196.0,,24.46,,False,True,17153.0,,277193,20.98,Success!
Iowa,2020-08-08,48535,927,3602.0,42.0,7.42,4.53,True,True,,,109911,3.51,Success!
Missouri,2020-08-07,57375,1301,11434.0,425.0,26.61,33.95,False,True,42963.0,1252.0,704896,11.57,Success!
Utah,2020-08-08,43751,335,1052,6,2.4,1.79,True,False,,,35862,1.18,Success!
Mississippi,2020-08-07,66646,1874,27945,918,41.93,48.99,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-08-08,42531,432,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-08-08,60101,1648,12483,161,20.77,9.77,True,True,,,342186,6.19,Success!
Nevada,2020-08-08,55419,949,2838,82,8.06,12.52,False,False,35203.0,655.0,261123,8.93,Success!
Texas,2020-08-08,40111,8343,5976,1070,0.15,0.13,True,False,,,3365783,12.07,Success!
Delaware,2020-08-08,15502,590,3945,150,27.9,26.6,False,False,14142.0,564.0,209892,22.11,Success!
Nebraska,,,,,,,,False,False,,,90860,4.77,An error occurred. ... KeyError('PositiveCases')
California,2020-08-07 00:00:00,545787,10189,15253,819,4.27,8.36,False,False,357576.0,9791.0,2267875,5.79,Success!
SouthDakota,2020-08-08,9477,146,1038,,10.95,,False,False,9477.0,,,,Success!
Vermont,2020-08-08,1454,58,166,0,11.71,0.0,False,True,1417.0,57.0,8058,1.29,Success!
New Mexico,2020-08-08,22115,681,409,,1.85,,True,False,,,43006,2.06,Success!
Florida,,,,,,,,False,False,,,3316376,16.1,"An error occurred. ... UnboundLocalError(""local variable 'year' referenced before assignment"")"
"Washington, DC",2020-08-08,12653,590,6253,437,49.42,74.07,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,An error occurred. ... KeyError('Date_Uploaded.Data as of')
Colorado,2020-08-08,50324,1857,2506,124,5.83,6.79,False,False,42982.0,1825.0,227938,4.12,Success!
California - San Diego,2020-08-08,32330,593,1227,25,4.69,4.26,False,False,26179.0,587.0,166412,5.04,Success!
Idaho,2020-08-08,24495,228,270,3,1.1,1.32,False,True,,,11536,0.68,Success!
Pennsylvania,2020-08-08,114755,7313,16204,1545,29.12,21.17,False,True,55648.0,7297.0,1423319,11.13,Success!
Arizona,2020-08-08,186107,4137,4515.0,125.0,4.45,3.54,False,False,101532.0,3536.0,305259,4.39,Success!
Georgia,2020-08-08,213427,4186,54324,1865,25.45,44.55,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
Indiana,2020-08-08,73287,2834,8242,398,11.25,14.04,True,True,,,619472,9.33,Success!
