Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-09-18,270327.0,8411.0,37942.0,2195.0,14.04,26.1,True,False,,,1824125,14.23,Success!
Louisiana,2020-09-16,160283.0,5172.0,58240.0,2371.0,41.07,46.49,False,True,141820.0,5100.0,1502916,32.23,Success!
Washington,,,,,,,,False,False,,,269854,3.7,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'find_next'"")"
North Carolina,,,,,,,,False,False,,,2179622,21.46,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Wyoming,,,,,,,,False,False,,,5540,0.95,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
NewYork,,,,,,,,False,False,,,,,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
New York -- New York,2020-09-18,234827,19147,36913.0,5343.0,28.33,30.43,False,True,130307.0,17559.0,2049418,24.27,Success!
Wisconsin,2020-09-16,91304,1220,10190.0,229.0,12.28,19.07,False,True,82991.0,1201.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-09-18,26330,422,6675.0,154.0,27.04,36.49,False,False,24688.0,422.0,252321,26.44,Success!
Oregon,,,,,,,,False,False,,,77789,1.91,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,,,,,,,,False,False,,,,,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Tennessee,2020-09-18,180497,2196,33512.0,604.0,18.57,27.5,True,True,,,1117489,16.8,Success!
Maine,2020-09-18,5005,138,961.0,,21.08,,False,True,4558.0,,17881,1.34,Success!
Maryland,,,,,,,,False,False,,,1788090,29.78,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Alabama,2020-09-18,128818,2284,32528.0,900.0,37.95,40.8,False,False,85724.0,2206.0,1293186,26.58,Success!
Arkansas,2020-09-12,0,0,0.0,0.0,,,False,True,0.0,0.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Connecticut,2020-09-17,53218,3597,7306.0,662.0,13.73,18.4,True,False,,,378262,10.56,Success!
Michigan,2020-09-18,115296,6579,25578.0,2523.0,22.18,38.35,True,False,,,1375424,13.81,Success!
Hawaii,,,,,,,,False,False,,,26266,1.85,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Oklahoma,,,,,,,,False,False,,,287959,7.35,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Montana,2020-09-18,9871,146,66.0,,0.67,,True,True,,,4630,0.44,Success!
Kansas,,,,,,,,False,False,,,169801,5.84,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Alaska,2020-09-18,4043.0,44.0,220.0,1.0,5.99,2.33,False,True,3670.0,43.0,24129,3.27,Success!
NorthDakota,,,,,,,,False,False,,,,,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'text'"")"
Massachusetts,2020-09-18,126582.0,9269.0,12060.0,755.0,9.53,8.15,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-09-18,165980,3027,14646.0,,14.28,,False,True,102545.0,,481976,17.75,Success!
Florida -- Orange County,2020-09-18,38623,431,5582.0,,23.14,,False,True,24124.0,,277193,20.98,Success!
Iowa,,,,,,,,False,False,,,109911,3.51,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Missouri,2020-09-18,110084,1780,11634.0,475.0,26.33,31.62,False,True,44193.0,1502.0,704896,11.57,Success!
Utah,2020-09-18,61775,437,1320,7,2.1,1.6,True,False,,,35862,1.18,Success!
Mississippi,,,,,,,,False,False,,,1125834,37.67,An error occurred. ... ValueError('Cannot convert non-finite values (NA or inf) to integer')
Texas -- Bexar County,2020-08-23,45255,721,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-09-18,87807,1950,16147,187,18.39,9.59,True,True,,,342186,6.19,Success!
Nevada,,,,,,,,False,False,,,261123,8.93,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Texas,2020-09-18,51839,14713,8507,1667,0.16,0.11,True,False,,,3365783,12.07,Success!
Delaware,,,,,,,,False,False,,,209892,22.11,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Nebraska,2020-09-18,40387,442,2236,33,7.08,7.88,False,True,31590.0,419.0,90860,4.77,Success!
California,2020-09-17 00:00:00,769831,14812,22592,1113,4.26,7.7,False,False,530056.0,14460.0,2267875,5.79,Success!
SouthDakota,,,,,,,,False,False,,,,,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Vermont,2020-09-18,1706,58,174,0,10.53,0.0,False,True,1653.0,58.0,8058,1.29,Success!
New Mexico,2020-09-18,27350,841,483,,1.77,,True,False,,,43006,2.06,Success!
Florida,2020-09-18,669684,13225,89852,2323,13.42,17.57,True,False,,,3316376,16.1,Success!
"Washington, DC",,,,,,,,False,False,,,321317,46.94,"An error occurred. ... ParserError('String does not contain a date: %s', ' ')"
California - San Francisco,,,,,,,,False,False,,,,,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Colorado,2020-09-18,63750,2009,2837,128,5.31,6.49,False,False,53391.0,1971.0,227938,4.12,Success!
California - San Diego,2020-09-18,44007,757,1637,32,4.51,4.28,False,False,36302.0,747.0,166412,5.04,Success!
Idaho,,,,,,,,False,False,,,11536,0.68,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Pennsylvania,2020-09-18,144228,7934,19662,1651,25.96,20.81,False,True,75752.0,7934.0,1423319,11.13,Success!
Arizona,,,,,,,,False,False,,,305259,4.39,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Georgia,2020-09-18,302737,6537,78444,2731,25.91,41.78,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,,,,,,,,False,False,,,,,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Indiana,2020-09-18,109683,3270,10797,441,9.84,13.49,True,True,,,619472,9.33,Success!
New Hampshire,,,,,,,,False,False,,,20516,1.53,"An error occurred. ... SessionNotCreatedException('session not created: This version of ChromeDriver only supports Chrome version 83', None, None)"
Kentucky,2020-09-18,60128,1101,4780,131,11.54,13.05,False,True,41428.0,1004.0,354112,7.98,Success!
California - Los Angeles,2020-09-17,258516,6330,7422,578,4.8,9.71,False,False,154608.0,5955.0,823987,8.16,Success!
