Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Texas,2020-07-15,26272,728,2989,94.0,11.38,12.91,True,False,,,3365783,12.07,Success!
Texas -- Bexar County,2020-07-14,21067,201,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
New York -- New York,2020-07-15,216834,18734,33569,5237.0,30.14,30.47,False,True,111393.0,17186.0,2049418,24.27,Success!
Rhode Island,2020-07-03,16491,960,1592,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
Tennessee,2020-07-15,69061,783,14151,280.0,20.49,35.76,True,True,,,1117489,16.8,Success!
Utah,2020-07-15,30891,233,775,<5,2.5,,True,False,,,35862,1.18,Success!
Kentucky,2020-07-15,20677,645,1853,91,13.02,15.07,False,True,14231.0,603.0,354112,7.98,Success!
Arkansas,2020-07-15,29733,331,6283,81,24.74,26.13,False,True,25396.0,310.0,460970,15.41,Success!
California - San Diego,2020-07-14,20887,436,768,16,4.66,3.75,False,False,16473.0,427.0,166412,5.04,Success!
Virginia,2020-07-15,73527,1992,11388,465,15.49,23.34,True,True,,,1613285,19.17,Success!
New Mexico,2020-07-15,15841,557,290,,1.83,,True,False,,,43006,2.06,Success!
Florida -- Miami-Dade County,2020-07-15,72317,1202,7669,,20.36,,False,True,37666.0,,481976,17.75,Success!
Florida -- Orange County,2020-07-15,19909,94,2577,,25.2,,False,True,10227.0,,277193,20.98,Success!
Alabama,2020-07-15,58225,1183,18334,516,44.49,45.42,False,False,41212.0,1136.0,1293186,26.58,Success!
California - Los Angeles,2020-07-13,140307,3894,3737,391,4.69,10.8,False,False,79721.0,3619.0,823987,8.16,Success!
Maryland,2020-07-15,75016,3209,21784,1305,35.11,40.83,False,False,62041.0,3196.0,1788090,29.78,Success!
Mississippi,2020-07-14,38567,1290,17992,642,46.65,49.77,True,True,,,1125834,37.67,Success!
Pennsylvania,2020-07-15,94873,6957,13167,1426,30.26,21.68,False,True,43506.0,6579.0,1423319,11.13,Success!
Florida,2020-07-15,297876,4521,37192,879,12.49,19.44,True,False,,,3316376,16.1,Success!
Montana,2020-07-15,2096,34,12,,0.57,,True,True,,,4630,0.44,Success!
Vermont,2020-07-15,1318,56,146,0,11.37,0.0,False,True,1284.0,56.0,8058,1.29,Success!
Connecticut,2020-07-14,45653,3505,6273,646,13.74,18.43,True,False,,,378262,10.56,Success!
Colorado,2020-07-15,38155,1744,1938,118,6.29,6.99,False,False,30814.0,1688.0,227938,4.12,Success!
Nebraska,2020-07-14,21717,286,1275,22,7.63,7.97,False,True,16719.0,276.0,90860,4.77,Success!
Michigan,2020-07-15,71104,5996,20881,2392,29.37,39.89,True,False,,,1375424,13.81,Success!
California,,,,,,,,False,False,,,2267875,5.79,"An error occurred. ... ConnectionError(ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))"
Indiana,2020-07-15,53370,2592,6311,371,11.82,14.31,True,True,,,619472,9.33,Success!
Alaska,2020-07-15,1631.0,17.0,39.0,0.0,1.42,0.0,False,True,2743.0,34.0,24129,3.27,Success!
Wisconsin,2020-07-15,38727,827,6363,195,18.22,23.93,False,True,34928.0,815.0,368744,6.38,Success!
Georgia,2020-07-15,127834,3091,33849,1445,26.48,46.75,True,True,,,3239300,31.46,Success!
Washington,2020-07-14,42304,1404,1618,48,5.44,3.58,False,False,29767.0,1339.0,269854,3.7,Success!
"Washington, DC",2020-07-15,11206,571,5431,424,48.47,74.26,True,True,,,321317,46.94,Success!
Delaware,2020-07-15,13050,117,3333,134,25.54,114.53,True,False,,,209892,22.11,Success!
Maine,2020-07-15,3578,114,826,,25.77,,False,True,3205.0,,17881,1.34,Success!
Iowa,2020-07-15,36297,767,3102,36,8.55,4.69,True,True,,,109911,3.51,Success!
North Carolina,2020-07-15,91266,1568,14760,496,23.93,32.78,False,True,61676.0,1513.0,2179622,21.46,Success!
Illinois,2020-07-15,156693,7226,26330,1998,16.8,27.65,True,False,,,1824125,14.23,Success!
Idaho,2020-07-15,12445,106,165,1,1.33,0.94,False,True,,,11536,0.68,Success!
Minnesota,2020-07-15,43742,1518,8896,149,20.34,9.82,True,True,,,342186,6.19,Success!
Massachusetts,2020-07-15,112347,8368,10550,686,9.39,8.2,True,False,,,510558,7.48,Success!
Wisconsin -- Milwaukee,2020-07-15,14807,362,4262,145,30.99,40.06,False,False,13751.0,362.0,252321,26.44,Success!
Missouri,2020-07-15,29714,1102,6910,373,34.6,36.82,False,True,19970.0,1013.0,704896,11.57,Success!
