Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-08-04,184712.0,7545.0,30340.0,2064.0,16.43,27.36,True,False,,,1824125,14.23,Success!
Louisiana,2020-07-29,124461.0,3937.0,41962.0,1884.0,44.38,50.36,False,True,94556.0,3741.0,1502916,32.23,Success!
Washington,2020-08-04,59379.0,1619.0,2239.0,52.0,5.6,3.29,False,False,39990.0,1580.0,269854,3.7,Success!
North Carolina,2020-08-04,128161.0,2010.0,22386.0,606.0,24.08,31.37,False,True,92978.0,1932.0,2179622,21.46,Success!
Wyoming,,,,,,,,False,False,,,5540,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
NewYork,2020-08-03,417589.0,25175.0,,6377.0,,26.91,False,False,,23699.0,,,Success!
New York -- New York,2020-08-04,222840,18933,34568.0,5282.0,29.73,30.45,False,True,116284.0,17347.0,2049418,24.27,Success!
Wisconsin,2020-08-04,56056,961,8278.0,209.0,16.32,22.12,False,True,50711.0,945.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-08-04,20024,388,5585.0,149.0,29.94,38.4,False,False,18654.0,388.0,252321,26.44,Success!
Oregon,2020-08-04,19699,333,704.0,9.0,4.08,3.04,False,True,17253.0,296.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-08-04,94190,1847,32086.0,748.0,38.67,42.99,False,True,82978.0,1740.0,,,Success!
Tennessee,2020-08-04,112441,1117,20847.0,372.0,18.54,33.3,True,True,,,1117489,16.8,Success!
Maine,2020-08-04,3975,123,885.0,,24.64,,False,True,3591.0,,17881,1.34,Success!
Maryland,2020-08-04,91854,3396,28253.0,1389.0,36.66,41.09,False,False,77061.0,3380.0,1788090,29.78,Success!
Alabama,2020-08-04,90890,1611,25055.0,668.0,42.65,42.93,False,False,58747.0,1556.0,1293186,26.58,Success!
Arkansas,2020-08-04,45381,490,9629.0,129.0,24.57,26.27,False,True,39186.0,491.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Connecticut,2020-08-03,48142,3555,6558.0,656.0,13.62,18.45,True,False,,,378262,10.56,Success!
Michigan,2020-08-04,83966,6140,22578.0,2440.0,26.89,39.74,True,False,,,1375424,13.81,Success!
Hawaii,2020-08-04,2591,27,16.0,,1.18,,False,True,1352.0,,26266,1.85,Success!
