Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Vermont,2020-08-03,1427,57,163,0,11.75,0.0,False,True,1387.0,57.0,8058,1.29,Success!
New Mexico,2020-08-03,21130,655,393,,1.86,,True,False,,,43006,2.06,Success!
Florida,2020-08-03,486384,7157,59283,1329,12.19,18.57,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-08-03,12313,586,6098,433,49.52,73.89,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,An error occurred. ... KeyError('Date_Uploaded.Data as of')
Colorado,2020-08-03,47968,1844,2446,124,5.96,6.84,False,False,41061.0,1812.0,227938,4.12,Success!
California - San Diego,2020-08-03,30226,565,1135,23,4.68,4.1,False,False,24260.0,561.0,166412,5.04,Success!
Idaho,2020-08-03,21675,198,249,3,1.15,1.52,False,True,,,11536,0.68,Success!
Pennsylvania,2020-08-03,110970,7209,15657,1522,29.4,21.17,False,True,53247.0,7189.0,1423319,11.13,Success!
Arizona,2020-08-03,179497,3779,4089.0,119.0,4.38,3.68,False,False,93264.0,3233.0,305259,4.39,Success!
Georgia,2020-08-03,195435,3842,49716,1722,25.44,44.82,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,2020-07-26,5960,103,453,,7.6,,True,False,,,,,Success!
Indiana,2020-08-03,68433,2780,7856,392,11.48,14.1,True,True,,,619472,9.33,Success!
New Hampshire,2020-08-03,6660,417,339,9,5.86,2.18,False,False,5785.0,412.0,20516,1.53,Success!
Kentucky,2020-08-03,31508,744,2502,100,12.35,14.6,False,True,20262.0,685.0,354112,7.98,Success!
California - Los Angeles,,,,,,,,False,False,,,823987,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
