Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-07-29,175124.0,7462.0,29105.0,2045.0,16.62,27.41,True,False,,,1824125,14.23,Success!
Louisiana,2020-07-29,112773.0,3769.0,41962.0,1884.0,44.38,50.36,False,True,94556.0,3741.0,1502916,32.23,Success!
Washington,2020-07-29,54985.0,1555.0,2042.0,49.0,5.5,3.23,False,False,37156.0,1517.0,269854,3.7,Success!
North Carolina,2020-07-29,117850.0,1865.0,20252.0,576.0,24.04,31.96,False,True,84258.0,1802.0,2179622,21.46,Success!
Wyoming,2020-07-29,2628.0,26.0,27.0,0.0,1.06,0.0,False,False,2536.0,25.0,5540,0.95,Success!
NewYork,,,,,,,,False,False,,,,,"An error occurred. ... AssertionError(""Key not in dashboard_sections. Valid keys for this data: ['Click Here (Desktop)', 'DASHBOARD 1 DATE (2)', 'Fatalaties by Age Group', 'Fatalaties by County', 'Fatalities by Sex (desktop)', 'PDF Hyperlink (NH)', 'Race', 'Top 10 Comorbid Header', 'Top 10 Comorbidities']"")"
New York -- New York,2020-07-29,221220,18887,34191.0,5267.0,29.91,30.45,False,True,114310.0,17298.0,2049418,24.27,Success!
Wisconsin,2020-07-29,51049,911,7816.0,205.0,16.95,22.93,False,True,46116.0,894.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-07-29,18827,381,5290.0,148.0,30.24,38.85,False,False,17494.0,381.0,252321,26.44,Success!
Oregon,2020-07-29,17721,311,670.0,8.0,4.3,2.87,False,True,15595.0,279.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-07-29,84109,1565,28332.0,642.0,38.21,43.41,False,True,74148.0,1479.0,,,Success!
Tennessee,2020-07-29,100822,1020,19079.0,347.0,18.92,34.02,True,True,,,1117489,16.8,Success!
Maine,2020-07-29,3866,121,867.0,,24.84,,False,True,3490.0,,17881,1.34,Success!
Maryland,2020-07-29,86285,3347,26189.0,1365.0,36.45,41.1,False,False,71855.0,3321.0,1788090,29.78,Success!
Alabama,2020-07-29,81572,1489,23239.0,623.0,43.04,43.41,False,False,53995.0,1435.0,1293186,26.58,Success!
Arkansas,2020-07-29,40968,434,8673.0,113.0,24.42,25.86,False,True,35512.0,437.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Connecticut,2020-07-28,47581,3544,6469.0,654.0,13.6,18.45,True,False,,,378262,10.56,Success!
Michigan,2020-07-29,80086,6094,22150.0,2426.0,27.66,39.81,True,False,,,1375424,13.81,Success!
Montana,2020-07-29,3676,54,21.0,,0.57,,True,True,,,4630,0.44,Success!
Kansas,,,,,,,,False,False,,,169801,5.84,"An error occurred. ... TimeoutException('', None, None)"
Alaska,2020-07-29,1743.0,22.0,81.0,0.0,5.06,0.0,False,True,1601.0,22.0,24129,3.27,Success!
NorthDakota,2020-07-29,6227,102,,,,,False,False,,,,,Success!
Massachusetts,2020-07-29,116684,8580,10934.0,703.0,9.37,8.19,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-07-29,113143,1455,10203.0,,17.58,,False,True,58047.0,,481976,17.75,Success!
Florida -- Orange County,2020-07-29,28191,203,3659.0,,25.02,,False,True,14626.0,,277193,20.98,Success!
Iowa,2020-07-29,43365,849,3419.0,38.0,7.88,4.48,True,True,,,109911,3.51,Success!
Missouri,2020-07-29,46748,1220,9769.0,403.0,27.8,34.33,False,True,35135.0,1174.0,704896,11.57,Success!
Utah,2020-07-29,39194,292,962,5,2.5,1.71,True,False,,,35862,1.18,Success!
Mississippi,2020-07-28,55804,1563,24054,782,43.1,50.03,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-07-29,38930,342,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-07-29,52947,1589,10912,149,20.61,9.38,True,True,,,342186,6.19,Success!
Texas,2020-07-29,33857,6190,4442,866,13.12,13.99,True,False,,,3365783,12.07,Success!
Delaware,2020-07-29,14602,581,3714,148,27.91,26.67,False,False,13306.0,555.0,209892,22.11,Success!
Nebraska,2020-07-29,25422,324,1557,24,7.84,7.79,False,True,19862.0,308.0,90860,4.77,Success!
California,2020-07-28 00:00:00,475305,8715,13099,710,4.31,8.47,False,False,303794.0,8379.0,2267875,5.79,Success!
SouthDakota,2020-07-29,8641,129,1016,,11.76,,False,False,8641.0,,,,Success!
Vermont,2020-07-29,1406,56,160,0,11.71,0.0,False,True,1366.0,56.0,8058,1.29,Success!
New Mexico,2020-07-29,20136,632,374,,1.86,,True,False,,,43006,2.06,Success!
Florida,2020-07-29,446251,6333,53771,1205,12.05,19.03,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-07-29,11999,584,5908,431,49.24,73.8,True,True,,,321317,46.94,Success!
California - San Francisco,2020-07-26,6197,57,357,6,6.74,10.71,False,False,5293.0,56.0,,,Success!
Colorado,2020-07-29,45796,1822,2130,121,6.02,6.87,False,False,35396.0,1761.0,227938,4.12,Success!
California - San Diego,2020-07-29,28287,552,1055,21,4.73,3.92,False,False,22283.0,536.0,166412,5.04,Success!
Idaho,2020-07-29,19679,170,236,3,1.2,1.76,False,True,,,11536,0.68,Success!
Pennsylvania,2020-07-29,107138,7162,15159,1484,29.73,21.22,False,True,50989.0,6992.0,1423319,11.13,Success!
Arizona,2020-07-29,168273,3454,3822.0,104.0,4.4,3.52,False,False,86854.0,2951.0,305259,4.39,Success!
Georgia,2020-07-29,178323,3642,46025,1645,25.81,45.17,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
Indiana,2020-07-29,64299,2733,7359,384,11.44,14.05,True,True,,,619472,9.33,Success!
New Hampshire,2020-07-29,6513,411,338,9,5.98,2.21,False,False,5650.0,407.0,20516,1.53,Success!
Kentucky,,,,,,,,False,False,,,354112,7.98,"An error occurred. ... AttributeError(""'DataFrame' object has no attribute 'str'"")"
California - Los Angeles,2020-07-28,183383,4516,4907,449,4.6,10.63,False,False,106755.0,4223.0,823987,8.16,Success!
