Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-07-25,169883,7397,28334.0,2033.0,16.68,27.48,True,False,,,1824125,14.23,Success!
Louisiana,2020-07-22,103734,3603,36693.0,1803.0,45.36,51.05,False,True,80885.0,3532.0,1502916,32.23,Success!
Washington,2020-07-25,51849,1494,1845.0,49.0,5.45,3.36,False,False,33830.0,1459.0,269854,3.7,Success!
North Carolina,2020-07-25,111092,1778,18760.0,557.0,23.98,32.5,False,True,78222.0,1714.0,2179622,21.46,Success!
NewYork,2020-07-24,411200,25103,,6342.0,,26.89,False,False,,23584.0,,,Success!
New York -- New York,2020-07-25,220172,18849,34056.0,5251.0,29.96,30.43,False,True,113689.0,17257.0,2049418,24.27,Success!
Wisconsin,2020-07-25,47870,891,7434.0,201.0,17.2,22.97,False,True,43214.0,875.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-07-24,17655,374,4964.0,147.0,30.36,39.3,False,False,16352.0,374.0,252321,26.44,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-07-24,78607,1385,26288.0,573.0,37.88,43.74,False,True,69406.0,1310.0,,,Success!
Tennessee,2020-07-25,90796,964,17834.0,335.0,19.64,34.75,True,True,,,1117489,16.8,Success!
Maine,2020-07-25,3790,119,857.0,,25.09,,False,True,3416.0,,17881,1.34,Success!
Maryland,2020-07-25,83054,3304,24844.0,1349.0,35.94,41.0,False,False,69135.0,3290.0,1788090,29.78,Success!
Alabama,2020-07-25,76314,1413,22086.0,591.0,43.29,43.71,False,False,51021.0,1352.0,1293186,26.58,Success!
Arkansas,2020-07-25,37249,394,7854.0,105.0,24.42,26.65,False,True,32158.0,394.0,460970,15.41,Success!
Ohio,2020-07-25,83184,3297,21324.0,641.0,29.63,19.77,False,True,71957.0,3242.0,1438271,12.35,Success!
Connecticut,2020-07-23,46806,3531,6376.0,653.0,13.62,18.49,True,False,,,378262,10.56,Success!
Michigan,2020-07-25,76902,6071,21799.0,2420.0,28.35,39.86,True,False,,,1375424,13.81,Success!
Montana,2020-07-25,3260,46,20.0,,0.61,,True,True,,,4630,0.44,Success!
Kansas,2020-07-24,25109,326,1844.0,63.0,8.95,19.87,False,True,20609.0,317.0,169801,5.84,Success!
Alaska,2020-07-25,2338.0,20.0,62.0,0.0,4.33,0.0,False,True,1431.0,19.0,24129,3.27,Success!
Massachusetts,2020-07-25,115268,8510,10806.0,697.0,9.37,8.19,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-07-25,101854,1379,9556.0,,18.64,,False,True,51267.0,,481976,17.75,Success!
Florida -- Orange County,2020-07-25,26559,173,3417.0,,25.25,,False,True,13532.0,,277193,20.98,Success!
Iowa,2020-07-25,41670,826,3343.0,38.0,8.02,4.6,True,True,,,109911,3.51,Success!
Missouri,2020-07-25,40708,1182,8854.0,390.0,28.55,34.21,False,True,31012.0,1140.0,704896,11.57,Success!
Utah,2020-07-25,37623,274,933,5,2.5,1.82,True,False,,,35862,1.18,Success!
Mississippi,2020-07-24,51097,1480,22163,740,43.37,50.0,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-07-25,35690,322,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-07-25,50291,1571,10336,149,20.55,9.48,True,True,,,342186,6.19,Success!
Texas,2020-07-25,31832,784,3985,98,0.13,0.12,True,False,,,3365783,12.07,Success!
Delaware,,,,,,,,False,False,,,209892,22.11,"An error occurred. ... AttributeError(""'numpy.float64' object has no attribute 'split'"")"
Nebraska,2020-07-25,24395,316,1438,24,7.71,7.92,False,True,18648.0,303.0,90860,4.77,Success!
California,2020-07-24 00:00:00,445400,8337,12281,691,4.32,8.55,False,False,284390.0,8081.0,2267875,5.79,Success!
Vermont,2020-07-25,1396,56,159,0,11.73,0.0,False,True,1355.0,56.0,8058,1.29,Success!
New Mexico,2020-07-25,18788,607,336,,1.79,,True,False,,,43006,2.06,Success!
Florida,2020-07-25,409585,5777,48900,1116,11.94,19.32,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-07-25,11717,581,5781,429,49.34,73.84,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
Colorado,2020-07-25,43789,1794,2076,119,6.1,6.87,False,False,34055.0,1731.0,227938,4.12,Success!
California - San Diego,2020-07-25,26701,533,977,20,4.69,3.86,False,False,20830.0,518.0,166412,5.04,Success!
Idaho,2020-07-25,17827,141,218,3,1.22,2.13,False,True,,,11536,0.68,Success!
Pennsylvania,2020-07-25,103632,7114,14486,1484,29.79,21.22,False,True,48625.0,6992.0,1423319,11.13,Success!
Arizona,2020-07-25,160041,3286,3434.0,97.0,4.32,3.57,False,False,79413.0,2720.0,305259,4.39,Success!
Georgia,2020-07-25,165188,3495,42970,1597,26.01,45.69,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
Indiana,2020-07-25,61520,2698,6893,380,11.2,14.08,True,True,,,619472,9.33,Success!
New Hampshire,2020-07-25,6415,409,333,9,5.99,2.22,False,False,5555.0,406.0,20516,1.53,Success!
Kentucky,2020-07-25,26764,696,2153,95,12.92,14.64,False,True,16665.0,649.0,354112,7.98,Success!
California - Los Angeles,2020-07-24,172325,4351,4623,434,4.62,10.68,False,False,100096.0,4063.0,823987,8.16,Success!
