Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-08-02,181943,7517,29948.0,2060.0,16.46,27.4,True,False,,,1824125,14.23,Success!
Louisiana,2020-07-29,119747,3893,41962.0,1884.0,44.38,50.36,False,True,94556.0,3741.0,1502916,32.23,Success!
Washington,2020-08-02,58173,1596,2168.0,52.0,5.54,3.34,False,False,39120.0,1556.0,269854,3.7,Success!
North Carolina,2020-08-02,125219,1969,21805.0,592.0,24.05,31.29,False,True,90684.0,1892.0,2179622,21.46,Success!
Wyoming,2020-08-02,2808,26,28.0,0.0,1.03,0.0,False,False,2708.0,25.0,5540,0.95,Success!
NewYork,2020-08-01,416298,25170,,6372.0,,26.91,False,False,,23675.0,,,Success!
New York -- New York,2020-08-02,222330,18915,34537.0,5278.0,29.73,30.46,False,True,116163.0,17327.0,2049418,24.27,Success!
Wisconsin,2020-08-02,54924,948,8166.0,209.0,16.43,22.45,False,True,49691.0,931.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-07-31,19208,384,5401.0,148.0,30.19,38.54,False,False,17891.0,384.0,252321,26.44,Success!
Oregon,2020-07-31,18492,322,683.0,8.0,4.2,2.8,False,True,16263.0,286.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-07-31,89016,1712,30055.0,691.0,38.4,42.79,False,True,78275.0,1615.0,,,Success!
Tennessee,2020-08-02,109627,1073,20401.0,359.0,18.61,33.46,True,True,,,1117489,16.8,Success!
Maine,2020-08-02,3958,123,874.0,,24.49,,False,True,3569.0,,17881,1.34,Success!
Maryland,2020-08-02,90274,3381,27823.0,1385.0,36.94,41.12,False,False,75327.0,3368.0,1788090,29.78,Success!
Alabama,2020-08-02,88811,1576,24648.0,653.0,42.81,42.93,False,False,57575.0,1521.0,1293186,26.58,Success!
Arkansas,2020-08-02,43810,464,9285.0,118.0,24.49,25.27,False,True,37914.0,467.0,460970,15.41,Success!
Ohio,2020-08-02,93031,3529,23116.0,665.0,28.79,19.29,False,True,80302.0,3448.0,1438271,12.35,Success!
Connecticut,2020-07-30,47854,3551,6509.0,656.0,13.6,18.47,True,False,,,378262,10.56,Success!
Michigan,2020-08-02,82688,6127,22455.0,2435.0,27.16,39.74,True,False,,,1375424,13.81,Success!
Hawaii,2020-08-02,2242,26,16.0,,1.18,,False,True,1352.0,,26266,1.85,Success!
Oklahoma,2020-08-02,38225,550,2626.0575,33.989999999999995,6.87,6.18,False,False,30235.975000000002,521.015,287959,7.35,Success!
Montana,2020-08-02,4193,61,22.0,,0.52,,True,True,,,4630,0.44,Success!
Kansas,2020-07-31,27812,358,2059.0,65.0,8.96,18.68,False,True,22970.0,348.0,169801,5.84,Success!
Alaska,2020-08-02,1953.0,24.0,93.0,0.0,5.21,0.0,False,True,1786.0,24.0,24129,3.27,Success!
NorthDakota,2020-08-02,6660,105,,,,,False,False,,,,,Success!
Massachusetts,2020-08-02,118458,8638,11034.0,708.0,9.31,8.2,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-08-02,122690,1669,10897.0,,16.73,,False,True,65120.0,,481976,17.75,Success!
Florida -- Orange County,2020-08-02,29699,234,3887.0,,24.72,,False,True,15727.0,,277193,20.98,Success!
Iowa,2020-08-02,45698,877,3491.0,40.0,7.64,4.56,True,True,,,109911,3.51,Success!
Missouri,2020-08-02,51828,1253,10628.0,413.0,27.12,34.13,False,True,39194.0,1210.0,704896,11.57,Success!
Utah,2020-08-02,41175,311,1006,5,2.4,1.61,True,False,,,35862,1.18,Success!
Mississippi,2020-08-01,60553,1703,25856,851,42.7,49.97,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-08-02,41082,368,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-08-02,55947,1614,11568,154,20.68,9.54,True,True,,,342186,6.19,Success!
Nevada,2020-08-02,50205,832,2486,75,8.1,12.2,False,False,30704.0,615.0,261123,8.93,Success!
Texas,2020-08-01,36446,6837,4997,910,0.14,0.13,True,False,,,3365783,12.07,Success!
Delaware,2020-08-02,14949,585,3772,149,27.7,26.65,False,False,13615.0,559.0,209892,22.11,Success!
Nebraska,2020-08-02,26702,332,1620,24,7.82,7.55,False,True,20711.0,318.0,90860,4.77,Success!
California,2020-08-01 00:00:00,509162,9356,14024,756,4.27,8.36,False,False,328451.0,9047.0,2267875,5.79,Success!
SouthDakota,2020-08-02,8955,135,1028,,11.48,,False,False,8955.0,,,,Success!
Vermont,2020-08-02,1426,57,163,0,11.76,0.0,False,True,1386.0,57.0,8058,1.29,Success!
New Mexico,2020-08-02,21016,654,388,,1.85,,True,False,,,43006,2.06,Success!
Florida,,,,,,,,False,False,,,3316376,16.1,"An error occurred. ... UnboundLocalError(""local variable 'year' referenced before assignment"")"
"Washington, DC",2020-07-30,12057,584,5959,431,49.42,73.8,True,True,,,321317,46.94,Success!
California - San Francisco,2020-07-30,6811,61,389,6,6.68,10.17,False,False,5827.0,59.0,,,Success!
Colorado,2020-08-02,47716,1844,2438,124,5.99,6.84,False,False,40707.0,1812.0,227938,4.12,Success!
California - San Diego,2020-08-02,29883,565,1120,23,4.68,4.17,False,False,23931.0,551.0,166412,5.04,Success!
Idaho,2020-08-02,21344,188,248,3,1.16,1.6,False,True,,,11536,0.68,Success!
Pennsylvania,2020-08-02,110416,7209,15595,1522,29.47,21.17,False,True,52927.0,7189.0,1423319,11.13,Success!
Arizona,2020-08-02,178467,3765,4077.0,117.0,4.39,3.63,False,False,92891.0,3219.0,305259,4.39,Success!
Georgia,2020-08-02,193177,3840,49354,1722,25.55,44.84,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,2020-07-26,5960,103,453,,7.6,,True,False,,,,,Success!
