Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,,,,,,,,False,False,,,1824125,14.23,An error occurred. ... KeyError('testDate')
Louisiana,2020-07-29,116280.0,3835.0,41962.0,1884.0,44.38,50.36,False,True,94556.0,3741.0,1502916,32.23,Success!
Washington,2020-07-30,55803.0,1564.0,2090.0,49.0,5.5,3.22,False,False,38034.0,1523.0,269854,3.7,Success!
North Carolina,2020-07-31,122148.0,1924.0,21190.0,584.0,24.03,31.5,False,True,88169.0,1854.0,2179622,21.46,Success!
Wyoming,,,,,,,,False,False,,,5540,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
NewYork,2020-07-30,415014.0,25150.0,,6368.0,,26.91,False,False,,23660.0,,,Success!
New York -- New York,2020-07-31,221822,18906,34388.0,5274.0,29.78,30.46,False,True,115465.0,17317.0,2049418,24.27,Success!
Wisconsin,2020-07-31,52940,934,8004.0,208.0,16.71,22.66,False,True,47901.0,918.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-07-31,19208,384,5401.0,148.0,30.19,38.54,False,False,17891.0,384.0,252321,26.44,Success!
Oregon,2020-07-31,18492,322,683.0,8.0,4.2,2.8,False,True,16263.0,286.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-07-31,89016,1712,30055.0,691.0,38.4,42.79,False,True,78275.0,1615.0,,,Success!
Tennessee,2020-07-31,105959,1060,19808.0,357.0,18.69,33.68,True,True,,,1117489,16.8,Success!
Maine,2020-07-31,3912,123,872.0,,24.67,,False,True,3535.0,,17881,1.34,Success!
Maryland,2020-07-31,88346,3362,27055.0,1375.0,36.7,41.07,False,False,73710.0,3348.0,1788090,29.78,Success!
Alabama,2020-07-31,85278,1531,23885.0,639.0,42.86,43.35,False,False,55725.0,1474.0,1293186,26.58,Success!
Arkansas,2020-07-31,42511,453,9011.0,117.0,24.42,25.71,False,True,36900.0,455.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Connecticut,2020-07-30,47854,3551,6509.0,656.0,13.6,18.47,True,False,,,378262,10.56,Success!
Michigan,2020-07-31,81537,6120,22333.0,2436.0,27.39,39.8,True,False,,,1375424,13.81,Success!
Hawaii,2020-07-31,2111,26,16.0,,1.18,,False,True,1352.0,,26266,1.85,Success!
Oklahoma,2020-07-31,36487,541,2539.4952,33.001,6.96,6.1,False,False,29145.815599999998,512.0024,287959,7.35,Success!
Montana,2020-07-31,3965,60,21.0,,0.53,,True,True,,,4630,0.44,Success!
Kansas,2020-07-31,27812,358,2059.0,65.0,8.96,18.68,False,True,22970.0,348.0,169801,5.84,Success!
Alaska,2020-07-31,1844.0,23.0,87.0,0.0,5.15,0.0,False,True,1689.0,23.0,24129,3.27,Success!
NorthDakota,2020-07-30,6301,103,,,,,False,False,,,,,Success!
Massachusetts,2020-07-31,117612,8609,10992.0,706.0,9.35,8.2,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-07-31,118462,1611,10512.0,,17.15,,False,True,61309.0,,481976,17.75,Success!
Florida -- Orange County,2020-07-31,29011,216,3780.0,,24.78,,False,True,15257.0,,277193,20.98,Success!
Iowa,2020-07-31,44581,867,3469.0,40.0,7.78,4.61,True,True,,,109911,3.51,Success!
Missouri,2020-07-31,50312,1243,10394.0,409.0,27.38,34.2,False,True,37962.0,1196.0,704896,11.57,Success!
