Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Illinois,2020-08-05,186471.0,7573.0,30573.0,2067.0,16.4,27.29,True,False,,,1824125,14.23,Success!
Louisiana,2020-08-05,125943.0,3978.0,41962.0,1960.0,44.38,49.63,False,True,94556.0,3949.0,1502916,32.23,Success!
Washington,2020-08-05,60084.0,1624.0,2263.0,52.0,5.62,3.29,False,False,40288.0,1582.0,269854,3.7,Success!
North Carolina,2020-08-05,129288.0,2050.0,22680.0,612.0,24.09,31.11,False,True,94134.0,1967.0,2179622,21.46,Success!
Wyoming,,,,,,,,False,False,,,5540,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
NewYork,2020-08-04,418225.0,25179.0,,6381.0,,26.91,False,False,,23708.0,,,Success!
New York -- New York,2020-08-05,223186,18937,34631.0,5286.0,29.69,30.46,False,True,116640.0,17355.0,2049418,24.27,Success!
Wisconsin,2020-08-05,56940,970,8333.0,210.0,16.19,22.01,False,True,51485.0,954.0,368744,6.38,Success!
Wisconsin -- Milwaukee,2020-08-05,20251,389,5620.0,149.0,29.83,38.3,False,False,18843.0,389.0,252321,26.44,Success!
Oregon,2020-08-05,19979,338,710.0,9.0,4.06,3.0,False,True,17489.0,300.0,77789,1.91,Success!
Rhode Island,2020-07-03,16491,960,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254,6.55,Success!
SouthCarolina,2020-08-04,94190,1847,32086.0,748.0,38.67,42.99,False,True,82978.0,1740.0,,,Success!
Tennessee,2020-08-05,114098,1144,22003.0,384.0,19.28,33.57,True,True,,,1117489,16.8,Success!
Maine,2020-08-05,3992,124,887.0,,24.58,,False,True,3608.0,,17881,1.34,Success!
Maryland,2020-08-05,92426,3402,28480.0,1397.0,36.73,41.17,False,False,77547.0,3393.0,1788090,29.78,Success!
Alabama,2020-08-05,91776,1639,25333.0,682.0,42.58,43.08,False,False,59501.0,1583.0,1293186,26.58,Success!
Arkansas,2020-08-05,46293,508,9928.0,136.0,24.63,26.67,False,True,40310.0,510.0,460970,15.41,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Connecticut,2020-08-04,48258,3555,6531.0,656.0,13.53,18.45,True,False,,,378262,10.56,Success!
Michigan,2020-08-05,84623,6141,22652.0,2440.0,26.77,39.73,True,False,,,1375424,13.81,Success!
